GameId,Blue_Kills,Blue_Assists,Blue_Deaths,Blue_Total_Level,Blue_Total_gold,Blue_first_blood,Blue_first_dragon,Blue_dragon_kills,Blue_first_riftherald,Blue_riftherald_kills,Blue_first_baron,Blue_baron_kills,Blue_first_tower,Blue_tower_destroyed,Blue_first_inhibitor,Blue_inhibitor_destroyed,Red_Kills,Red_Assists,Red_Deaths,Red_Total_Level,Red_Total_gold,Red_first_blood,Red_first_dragon,Red_dragon_kills,Red_first_riftherald,Red_riftherald_kills,Red_first_baron,Red_baron_kills,Red_first_tower,Red_tower_destroyed,Red_first_inhibitor,Red_inhibitor_destroyed,Win
KR_6513159847,35,62,21,73,57074,0,0,1,0,1,1,1,0,9,1,1,21,30,35,64,44764,1,1,2,1,1,0,0,1,1,0,0,1
KR_6543071667,12,17,29,64,46795,0,0,0,0,1,0,0,0,4,0,0,29,49,12,70,53128,1,1,3,1,1,0,0,1,8,1,1,0
KR_6540197168,19,32,36,70,49970,1,1,1,0,0,0,0,0,1,0,0,36,36,19,73,61116,0,0,2,1,2,1,1,1,10,1,2,0
KR_6540931048,25,25,11,52,37660,1,1,2,1,1,0,0,1,4,0,0,11,11,25,45,27207,0,0,0,0,0,0,0,0,0,0,0,1
KR_6542252883,16,23,33,53,36900,0,0,0,0,0,0,0,0,1,0,0,33,54,16,62,49427,1,1,2,1,2,0,0,1,9,1,1,0
KR_6534675517,30,47,12,66,51164,1,0,2,1,2,0,0,1,10,1,1,12,13,30,57,39532,0,1,1,0,0,0,0,0,3,0,0,1
KR_6528999963,52,87,69,90,73784,0,0,0,0,0,0,0,0,1,0,0,69,139,52,90,78515,1,0,0,0,0,0,0,1,4,1,1,0
KR_6534861539,4,6,25,41,21777,0,0,0,0,0,0,0,0,0,0,0,25,23,4,51,36439,1,1,2,1,1,0,0,1,5,0,0,0
KR_6541782800,17,19,5,51,31947,0,0,1,1,1,0,0,1,2,0,0,5,4,17,46,25848,1,1,1,0,0,0,0,0,1,0,0,1
KR_6536597778,14,37,30,50,33182,1,0,0,0,0,0,0,0,0,0,0,30,83,14,56,37315,0,0,0,0,0,0,0,1,1,0,0,0
KR_6522620404,46,87,23,76,64745,1,0,2,1,2,1,1,1,6,1,1,23,39,46,68,52541,0,1,2,0,0,0,0,0,4,0,0,1
KR_6531342664,31,65,45,82,66958,1,1,3,0,0,0,1,0,7,1,1,45,50,31,79,66192,0,0,1,1,2,1,1,1,4,0,0,1
KR_6541379781,17,21,14,59,39594,0,1,2,0,1,0,0,0,3,0,0,14,28,17,63,42832,1,0,1,1,1,1,1,1,2,0,0,0
KR_6538489063,28,33,9,58,45213,1,1,2,0,1,0,0,1,5,0,0,9,5,28,53,33999,0,0,0,1,1,0,0,0,2,0,0,1
KR_6543139448,7,8,24,55,33316,0,0,0,0,0,0,0,0,0,0,0,24,36,7,63,47293,1,1,3,1,2,1,1,1,6,0,0,0
KR_6529591497,27,31,17,60,43624,1,0,1,0,0,0,0,0,3,0,0,17,24,27,57,40137,0,1,1,1,2,0,0,1,3,0,0,1
KR_6486332313,0,0,0,5,2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2755,0,0,0,0,0,0,0,0,0,0,0,0
KR_6522493575,31,37,14,68,50861,1,1,2,1,2,1,1,1,4,0,0,14,16,31,60,41996,0,0,1,0,0,0,0,0,3,0,0,1
KR_6539388987,28,45,16,68,53307,1,0,2,1,2,1,1,1,9,1,1,16,31,28,59,40520,0,1,1,0,0,0,0,0,2,0,0,1
KR_6542967121,29,32,47,68,51172,0,0,0,0,0,0,0,0,1,0,0,47,56,29,77,64232,1,1,3,1,2,0,0,1,9,1,1,0
KR_6503485274,23,36,19,64,48586,1,0,2,1,1,1,1,1,3,0,0,19,24,23,58,43549,0,1,1,0,1,0,0,0,4,0,0,1
KR_6539740663,23,28,27,63,46782,1,0,0,1,2,0,0,1,4,0,0,27,17,23,56,41740,0,1,2,0,0,0,0,0,3,0,0,1
KR_6540330190,1,1,1,5,3021,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,3160,1,0,0,0,0,0,0,0,0,0,0,1
KR_6539069733,40,73,24,81,69055,0,0,1,1,2,1,2,1,9,1,3,24,44,40,74,58961,1,1,2,0,0,0,0,0,2,0,0,1
KR_6530079743,35,65,38,72,61413,1,0,1,1,2,0,0,1,5,1,1,38,66,35,82,70949,0,1,3,0,0,1,2,0,10,0,2,0
KR_6542621949,29,38,18,71,56069,1,1,3,1,1,1,1,1,8,1,1,18,20,29,62,43686,0,0,1,0,0,0,0,0,0,0,0,1
KR_6512611680,36,46,27,80,66950,1,1,4,1,2,1,2,1,10,1,3,27,48,36,77,59441,0,0,1,0,0,0,0,0,4,0,0,1
KR_6518599582,26,32,18,69,52951,0,0,1,1,2,1,1,1,6,1,1,18,21,26,64,42356,1,1,2,0,0,0,0,0,1,0,0,1
KR_6538398704,12,22,34,62,44238,1,0,0,0,0,0,0,0,1,0,0,34,29,12,75,62146,0,1,2,1,2,1,1,1,10,1,2,0
KR_6535382835,45,52,46,84,72800,0,0,2,0,1,1,2,0,8,1,1,46,70,45,82,69579,1,1,2,1,1,0,0,1,3,0,0,1
KR_6533948726,62,130,61,88,68584,0,0,0,0,0,0,0,0,4,0,1,61,133,62,89,67153,1,0,0,0,0,0,0,1,3,1,2,1
KR_6532867766,16,21,27,62,44232,1,0,0,1,1,0,0,0,1,0,0,27,29,16,69,51916,0,1,3,0,1,1,1,1,5,0,0,0
KR_6522692455,11,9,20,45,24950,0,1,1,1,1,0,0,0,0,0,0,20,20,11,49,32625,1,0,1,0,0,0,0,1,2,0,0,0
KR_6542940162,50,115,40,80,62132,1,0,0,0,0,0,0,1,4,1,2,40,102,50,77,56609,0,0,0,0,0,0,0,0,1,0,0,1
KR_6522772405,40,80,30,74,61018,0,1,3,1,2,1,1,0,7,1,1,30,42,40,67,55755,1,0,0,0,0,0,0,1,3,0,0,1
KR_6527462781,4,3,21,44,21950,0,0,0,0,0,0,0,0,0,0,0,21,29,4,48,32811,1,1,1,1,1,0,0,1,2,0,0,0
KR_6540196035,7,9,18,53,31640,0,1,1,0,0,0,0,0,1,0,0,18,40,7,56,39749,1,0,1,1,2,0,0,1,5,0,0,0
KR_6522956126,18,11,7,51,33773,1,1,1,1,2,0,0,1,4,1,1,7,4,18,45,23727,0,0,0,0,0,0,0,0,0,0,0,1
KR_6532229287,32,26,13,71,54143,1,0,1,1,2,1,1,1,6,1,1,13,20,32,61,42764,0,1,2,0,0,0,0,0,3,0,0,1
KR_6542712478,37,55,40,75,63762,0,0,1,0,0,0,0,0,4,0,0,40,64,37,80,72017,1,1,4,1,2,1,2,1,10,1,3,0
KR_6533614408,38,115,37,81,62943,0,0,0,0,0,0,0,0,4,0,1,37,91,38,78,59963,1,0,0,0,0,0,0,1,3,1,1,1
KR_6540859691,20,27,21,68,49337,1,0,2,1,2,0,0,1,3,0,0,21,28,20,76,59684,0,1,2,0,0,1,1,0,10,1,2,0
KR_6523020059,35,74,20,76,59175,1,1,2,1,1,1,1,1,8,1,1,20,41,35,67,52754,0,0,2,0,1,0,0,0,5,0,0,1
KR_6543151947,30,44,32,71,58984,1,0,1,1,2,0,0,1,4,0,0,32,58,30,76,59150,0,1,3,0,0,1,1,0,6,1,1,0
KR_6542673940,16,26,24,69,54281,1,0,1,1,2,0,0,1,5,0,0,24,52,16,73,59215,0,1,3,0,0,1,1,0,10,1,2,0
KR_6540384928,34,50,20,68,56769,0,1,3,1,2,1,1,1,9,1,1,20,34,34,62,45885,1,0,0,0,0,0,0,0,2,0,0,1
KR_6539689625,35,54,24,74,60586,0,0,3,0,0,1,1,1,11,1,3,24,34,35,69,50414,1,1,1,1,1,0,0,0,1,0,0,1
KR_6535806100,23,31,30,63,46532,0,0,0,0,1,0,0,1,3,0,0,30,53,23,69,55449,1,1,3,1,1,1,1,0,8,1,1,0
KR_6532344795,22,20,33,76,60844,1,0,2,1,2,0,0,1,4,0,0,33,77,22,84,72324,0,1,3,0,0,1,2,0,10,1,2,0
KR_6533337662,28,46,17,82,64617,0,1,3,0,0,1,1,1,9,1,1,17,14,28,74,54741,1,0,1,1,1,0,0,0,3,0,0,1
KR_6540214073,53,66,43,85,85032,1,1,4,1,2,1,2,1,9,1,3,43,70,53,89,82479,0,0,1,0,0,0,1,0,4,0,0,1
KR_6533616753,22,32,39,54,37239,0,1,1,0,0,0,0,0,0,0,0,39,55,22,60,50766,1,0,2,1,1,0,0,1,5,0,0,0
KR_6539168377,14,19,29,52,34535,1,0,0,0,0,0,0,0,1,0,0,29,42,14,58,47926,0,1,2,1,2,0,0,1,8,1,1,0
KR_6541397723,48,133,24,77,57625,1,0,0,0,0,0,0,1,4,1,1,24,55,48,71,49999,0,0,0,0,0,0,0,0,0,0,0,1
KR_6524074353,23,20,8,49,34915,1,0,0,1,1,0,0,1,3,0,0,8,6,23,44,24541,0,0,0,0,0,0,0,0,0,0,0,1
KR_6538184132,43,71,34,83,71450,1,1,2,1,1,0,0,0,11,1,3,34,51,43,79,66406,0,0,2,0,1,1,2,1,4,0,0,1
KR_6538748957,54,48,43,76,66077,1,0,2,1,2,0,0,1,7,1,1,43,43,54,75,61555,0,1,1,0,0,0,0,0,3,0,0,1
KR_6527754209,8,9,22,45,24409,1,0,0,0,0,0,0,0,0,0,0,22,20,8,50,31970,0,1,1,1,1,0,0,1,1,0,0,0
KR_6517984684,42,55,37,88,85106,0,1,5,0,0,1,3,0,11,1,5,37,49,42,88,75998,1,0,0,1,1,0,0,1,3,0,0,1
KR_6540072393,42,109,26,63,45645,1,0,0,0,0,0,0,1,2,1,1,26,60,42,59,39513,0,0,0,0,0,0,0,0,0,0,0,1
KR_6534533298,32,58,11,66,52005,1,1,2,0,1,1,1,1,8,1,1,11,19,32,57,37401,0,0,1,1,1,0,0,0,0,0,0,1
KR_6520769859,28,39,28,84,77273,1,0,0,1,2,1,2,0,9,1,1,28,53,28,89,80159,0,1,6,0,0,0,1,1,8,0,1,0
KR_6534618628,34,59,23,69,58192,0,1,3,1,2,1,1,1,10,1,2,23,49,34,62,47383,1,0,0,0,0,0,0,0,2,0,0,1
KR_6534038910,37,55,33,85,77201,1,1,2,1,2,0,1,1,10,1,2,33,46,37,83,68041,0,0,3,0,0,1,1,0,4,0,0,1
KR_6530007648,35,46,39,82,67798,1,0,0,1,2,0,0,1,5,0,0,39,62,35,86,71905,0,1,4,0,0,1,2,0,9,1,2,0
KR_6542244239,36,57,24,73,60812,0,1,2,1,2,1,1,1,9,1,1,24,15,36,64,52120,1,0,1,0,0,0,0,0,5,0,0,1
KR_6534848414,30,43,35,73,60331,0,0,2,1,2,1,1,1,6,0,0,35,53,30,81,69662,1,1,3,0,0,0,1,0,8,1,1,0
KR_6542069262,75,172,58,90,92868,1,0,0,0,0,0,0,1,3,1,1,58,119,75,90,91492,0,0,0,0,0,0,0,0,4,0,1,0
KR_6534289491,10,10,19,50,29519,1,0,0,1,1,0,0,0,0,0,0,19,20,10,54,39294,0,1,2,0,1,0,0,1,4,0,0,0
KR_6526061496,14,21,24,57,37557,1,0,0,1,1,0,0,1,1,0,0,24,42,14,61,42252,0,1,2,0,1,0,0,0,4,0,0,0
KR_6526632157,28,44,38,78,69387,0,0,3,1,2,1,1,1,6,0,0,38,65,28,84,74640,1,1,2,0,0,0,1,0,9,1,1,0
KR_6541548783,57,106,73,87,70969,1,0,0,0,0,0,0,0,0,0,0,73,142,57,90,77683,0,0,0,0,0,0,0,1,4,1,1,0
KR_6537625675,27,62,45,67,48560,1,0,0,0,0,0,0,0,0,0,0,45,117,27,73,54075,0,0,0,0,0,0,0,1,2,1,1,0
KR_6524183972,6,5,16,43,23169,0,0,0,0,0,0,0,0,0,0,0,16,10,6,48,27915,1,1,1,1,1,0,0,0,0,0,0,0
KR_6535110516,75,198,52,90,92693,1,0,0,0,0,0,0,1,2,0,1,52,139,75,90,89195,0,0,0,0,0,0,0,0,4,1,2,0
KR_6543211668,2,3,2,20,10625,0,0,0,0,0,0,0,0,0,0,0,2,3,2,23,10321,1,0,0,0,0,0,0,0,0,0,0,1
KR_6526654521,20,22,8,50,36318,1,1,2,1,2,0,0,1,5,0,0,8,3,20,44,24337,0,0,0,0,0,0,0,0,0,0,0,1
KR_6539853537,28,39,24,71,53579,0,0,2,0,0,1,1,0,7,1,1,24,29,28,65,50260,1,1,1,1,2,0,0,1,4,0,0,1
KR_6539734451,10,11,24,52,34946,0,0,0,1,1,0,0,1,2,0,0,24,44,10,61,44542,1,1,2,0,1,0,0,0,6,1,1,0
KR_6520160699,31,44,39,66,56267,0,0,0,1,1,0,0,0,4,0,0,39,56,31,73,63155,1,1,3,0,1,1,1,1,9,1,1,0
KR_6543207022,22,40,39,80,65826,0,0,2,0,0,0,0,1,3,0,0,39,66,22,87,78007,1,1,3,1,2,1,3,0,10,1,2,0
KR_6536243458,27,51,22,73,58014,1,0,2,1,2,0,0,0,5,0,0,22,60,27,74,56262,0,1,2,0,0,1,1,1,4,0,0,1
KR_6539237310,32,47,33,71,53072,0,0,2,0,0,0,0,0,3,0,0,33,62,32,75,58722,1,1,2,1,2,1,1,1,7,1,1,0
KR_6540760909,45,59,42,83,71907,1,0,2,1,1,1,1,1,8,0,2,42,46,45,80,68328,0,1,2,0,1,0,0,0,6,1,1,1
KR_6530546485,8,11,24,53,31493,0,0,0,0,0,0,0,0,1,0,0,24,39,8,57,43679,1,1,2,1,2,0,0,1,6,1,1,0
KR_6513985282,5,4,18,57,36080,1,0,0,1,1,0,0,1,2,0,0,18,38,5,64,44158,0,1,2,0,1,1,1,0,7,1,1,0
KR_6540863961,9,11,17,52,33915,1,1,1,1,1,0,0,1,3,0,0,17,34,9,58,39852,0,0,1,0,1,0,0,0,3,0,0,0
KR_6531016010,38,38,18,74,59536,1,0,2,1,2,1,1,1,9,1,1,18,24,38,63,43455,0,1,1,0,0,0,0,0,0,0,0,1
KR_6522838351,30,42,39,71,56090,0,0,2,1,2,0,0,1,5,0,0,39,66,31,75,63926,1,1,2,0,0,1,1,0,11,1,2,0
KR_6521935041,30,67,23,71,54404,0,1,1,0,1,1,1,0,7,1,1,23,32,30,65,51083,1,0,2,1,1,0,0,1,5,0,0,1
KR_6534762496,26,36,30,71,58783,1,1,1,0,1,0,1,1,6,1,1,30,52,26,76,63903,0,0,3,1,1,1,1,0,7,0,1,0
KR_6533531001,45,75,24,80,68538,1,1,4,0,0,0,1,1,7,0,0,24,30,45,74,62005,0,0,1,1,2,1,1,0,5,0,0,1
KR_6541937320,15,12,36,66,46627,0,0,0,1,1,0,0,0,1,0,0,36,49,15,77,62909,1,1,4,0,1,1,1,1,10,1,2,0
KR_6523420769,30,57,15,73,56376,0,0,3,1,1,1,1,0,8,1,1,15,23,30,66,48801,1,1,1,0,1,0,0,1,2,0,0,1
KR_6521969422,10,21,27,60,38410,0,0,0,1,1,0,0,0,0,0,0,27,40,10,72,54469,1,1,3,0,1,1,1,1,9,1,1,0
KR_6536222065,25,34,12,56,40535,0,1,2,0,0,0,0,0,4,0,0,12,12,25,51,35492,1,0,0,1,1,0,0,1,2,0,0,1
KR_6518432238,35,58,41,78,67401,0,0,1,1,2,0,1,1,5,0,0,41,63,35,83,68452,1,1,3,0,0,1,1,0,8,1,1,0
KR_6540009141,18,29,7,63,48387,1,1,3,1,2,0,0,1,5,0,0,7,12,18,60,36909,0,0,0,0,0,0,0,0,0,0,0,1
KR_6542066902,26,49,33,67,52629,1,1,1,0,1,0,0,0,3,0,0,33,47,26,72,58979,0,0,2,1,1,1,1,1,8,1,1,0
KR_6523590130,43,61,44,76,65859,1,0,2,1,2,1,1,1,6,1,1,44,50,43,82,71069,0,1,1,0,0,0,1,0,8,0,1,0
KR_6505711656,26,40,30,67,54788,1,1,3,0,1,1,1,1,5,0,0,30,59,26,73,58827,0,0,0,1,1,0,1,0,7,1,1,0
KR_6537545500,10,17,23,64,43417,1,1,1,0,1,0,0,0,4,1,1,23,45,10,76,58422,0,0,3,1,1,1,1,1,11,0,3,0
KR_6540682963,26,32,15,52,38236,0,1,2,0,0,0,0,1,6,0,0,15,21,26,48,30198,1,0,0,1,1,0,0,0,0,0,0,1
KR_6540787947,2,3,9,46,24074,1,0,0,1,1,0,0,1,1,0,0,9,17,2,47,28874,0,1,2,0,0,0,0,0,1,0,0,0
KR_6537432734,31,34,14,65,51486,1,0,1,1,2,1,1,1,9,1,2,14,18,31,62,43462,0,1,2,0,0,0,0,0,3,0,0,1
KR_6535951609,25,18,29,62,44630,1,1,3,1,2,0,0,1,4,0,0,29,55,25,69,50809,0,0,0,0,0,1,1,0,5,1,1,0
KR_6539806371,32,56,29,74,61966,0,0,1,0,0,1,1,0,8,0,1,29,59,32,71,56664,1,1,2,1,2,0,1,1,5,1,1,1
KR_6540116275,9,6,28,53,37792,1,0,0,1,1,0,0,1,3,0,0,28,44,9,63,48981,0,1,3,0,1,0,0,0,9,1,2,0
KR_6540156426,19,21,39,66,48250,1,0,0,1,2,0,0,1,3,0,0,39,65,19,75,58452,0,1,3,0,0,1,1,0,8,1,1,0
KR_6538852120,22,16,25,73,55556,0,1,1,1,1,0,0,1,3,0,0,25,31,22,77,63874,1,0,4,0,1,1,1,0,8,1,1,0
KR_6538947911,57,137,64,90,81813,1,0,0,0,0,0,0,1,3,0,1,64,126,57,90,83045,0,0,0,0,0,0,0,0,4,1,2,0
KR_6541077247,32,50,16,80,64976,1,0,3,1,1,1,2,0,10,1,2,16,21,32,72,56104,0,1,2,0,1,0,0,1,5,0,0,1
KR_6540090410,31,54,20,77,66218,1,0,2,1,1,1,1,1,10,1,1,20,33,31,73,55548,0,1,2,0,1,0,0,0,5,0,0,1
KR_6507863504,42,70,22,74,58185,1,1,2,1,2,1,1,1,9,1,1,22,28,42,65,46909,0,0,1,0,0,0,0,0,2,0,0,1
KR_6534218109,23,33,14,65,49390,1,1,2,1,2,1,1,1,11,1,4,14,21,23,60,37819,0,0,0,0,0,0,0,0,0,0,0,1
KR_6537071656,19,28,34,64,43342,0,0,1,0,0,0,0,0,2,0,0,34,50,19,71,59802,1,1,1,1,1,1,1,1,7,0,0,0
KR_6538966851,11,17,20,42,24322,0,0,0,1,1,0,0,0,0,0,0,20,18,11,49,32785,1,1,1,0,0,0,0,1,2,0,0,0
KR_6537890487,18,24,32,80,65480,1,1,2,0,1,0,0,0,3,0,0,32,54,18,87,76431,0,0,3,1,1,1,3,1,9,1,1,0
KR_6538623503,20,31,37,65,48027,1,1,2,0,0,0,0,1,2,0,0,37,54,20,78,60525,0,0,1,1,2,1,1,0,7,0,0,0
KR_6537506808,31,69,22,82,66913,1,0,1,1,2,0,0,1,4,0,0,22,44,31,80,65482,0,1,4,0,0,1,1,0,11,1,3,0
KR_6542477763,52,133,34,81,62409,1,0,0,0,0,0,0,1,4,1,1,34,66,52,75,56176,0,0,0,0,0,0,0,0,0,0,0,1
KR_6539794376,24,24,40,66,45933,1,1,3,0,0,0,0,0,0,0,0,40,42,24,75,64894,0,0,1,1,2,1,1,1,11,1,3,0
KR_6538882691,47,143,52,80,63994,1,0,0,0,0,0,0,1,4,1,2,52,125,47,86,62606,0,0,0,0,0,0,0,0,1,0,0,1
KR_6536571146,21,46,41,53,35819,0,0,0,0,0,0,0,0,0,0,0,41,120,21,61,42978,1,0,0,0,0,0,0,1,2,1,1,0
KR_6532417316,6,5,23,38,21461,0,0,0,0,0,0,0,0,0,0,0,23,20,6,48,36925,1,1,2,1,1,0,0,1,7,1,1,0
KR_6534864918,20,9,8,54,33658,0,1,1,1,2,0,0,1,3,0,0,8,10,20,47,25269,1,0,0,0,0,0,0,0,0,0,0,1
KR_6543315903,22,32,36,63,51296,1,0,1,1,2,0,0,1,4,0,0,36,66,22,71,58791,0,1,2,0,0,1,1,0,10,1,1,0
KR_6532532260,83,160,76,90,95142,1,0,0,0,0,0,0,1,3,0,1,76,160,83,90,97727,0,0,0,0,0,0,0,0,4,1,1,0
KR_6532885771,33,45,26,74,64788,0,0,2,1,2,0,1,1,11,1,3,26,45,33,74,57554,1,1,2,0,0,1,1,0,1,0,0,1
KR_6537841717,14,22,31,63,46068,1,1,2,1,1,0,0,0,3,0,0,31,71,14,73,56174,0,0,1,0,1,1,1,1,7,1,1,0
KR_6541263197,34,39,19,69,56431,1,0,2,1,1,1,1,0,6,0,0,19,15,34,62,45544,0,1,1,0,0,0,0,1,3,0,0,1
KR_6538516093,28,52,16,70,54101,0,1,2,1,2,1,1,1,9,1,2,16,27,28,63,44647,1,0,0,0,0,0,0,0,3,0,1,1
KR_6541413614,59,118,47,90,86790,1,0,0,0,0,0,0,0,4,1,1,47,137,59,90,80315,0,0,0,0,0,0,0,1,2,0,0,1
KR_6537996128,11,15,35,60,40423,0,1,1,0,0,0,0,0,2,0,0,35,64,11,71,58075,1,0,2,1,2,1,1,1,11,1,3,0
KR_6520142720,5,11,19,61,38554,1,0,0,0,0,0,0,0,0,0,0,19,32,5,69,52573,0,1,4,1,2,1,1,1,8,1,2,0
KR_6542139421,19,29,33,64,49336,1,0,1,0,0,0,0,0,3,0,0,33,53,19,72,58644,0,1,2,1,2,1,1,1,9,1,2,0
KR_6538725093,29,36,25,66,49100,0,1,1,1,1,0,0,1,8,1,1,25,25,29,63,46032,1,0,1,0,0,0,0,0,5,0,0,1
KR_6529315656,13,24,6,49,30833,0,1,2,0,0,0,0,1,3,0,0,6,6,13,45,26198,1,0,0,1,1,0,0,0,1,0,0,1
KR_6541675453,27,49,33,73,57127,1,0,2,0,0,0,0,0,3,0,0,33,72,27,78,68192,0,1,3,1,2,1,2,1,10,1,2,0
KR_6540463734,11,20,28,53,36978,1,1,2,1,1,0,0,1,1,0,0,28,49,11,64,48289,0,0,1,0,1,1,1,0,8,1,1,0
KR_6529955018,31,28,29,70,54433,1,0,3,0,0,0,0,1,3,0,0,29,36,31,74,57777,0,1,1,1,2,1,1,0,10,1,2,0
KR_6532900242,53,115,50,87,67635,1,0,0,0,0,0,0,0,4,1,1,50,140,53,82,63815,0,0,0,0,0,0,0,1,1,0,0,1
KR_6534706320,29,31,46,77,63050,1,0,2,1,1,0,0,1,4,0,0,46,84,29,82,70819,0,1,2,0,1,1,1,0,7,1,1,0
KR_6520609894,35,68,46,77,66437,0,0,2,1,2,1,2,1,7,1,1,46,70,35,79,72151,1,1,3,0,0,0,0,0,10,0,2,0
KR_6536510833,35,75,19,66,52593,1,0,2,1,2,1,1,1,7,1,1,19,29,35,56,40953,0,1,1,0,0,0,0,0,3,0,0,1
KR_6540028045,31,44,27,73,60160,1,1,4,0,0,1,1,1,11,1,2,27,29,31,68,48285,0,0,0,1,2,0,0,0,4,0,0,1
KR_6511510869,26,37,21,68,53111,1,1,2,0,0,1,1,0,8,1,1,21,41,26,62,45742,0,0,1,1,1,0,0,1,3,0,0,1
KR_6527428518,47,110,47,80,60984,0,0,0,0,0,0,0,1,4,1,1,47,127,47,76,57906,1,0,0,0,0,0,0,0,1,0,0,1
KR_6531434846,18,20,3,49,33117,1,1,2,1,1,0,0,1,3,0,0,3,2,18,41,21610,0,0,0,0,0,0,0,0,0,0,0,1
KR_6539891681,9,13,23,45,25285,1,0,0,0,0,0,0,0,0,0,0,23,20,9,49,37002,0,1,1,1,1,0,0,1,5,0,0,0
KR_6541907487,10,8,23,59,40462,1,1,1,0,0,0,0,0,3,0,0,23,30,10,68,49650,0,0,2,1,2,1,1,1,7,1,1,0
KR_6528985319,9,9,5,49,29997,1,1,2,1,1,0,0,1,3,0,0,5,5,9,47,23719,0,0,0,0,0,0,0,0,0,0,0,1
KR_6539947037,17,22,24,78,58982,0,1,2,0,1,0,1,0,8,0,1,24,48,17,75,57372,1,0,2,1,1,1,1,1,8,1,2,1
KR_6538457613,23,27,33,71,52167,1,0,1,0,0,1,1,0,3,0,0,33,58,23,78,61204,0,1,3,1,1,0,1,1,8,1,1,0
KR_6536959711,25,45,16,63,46002,0,1,2,1,2,0,0,1,6,1,1,16,26,25,61,41172,1,0,0,0,0,1,1,0,1,0,0,1
KR_6539489589,32,46,45,73,56177,1,1,1,0,0,0,0,0,3,0,0,45,62,32,77,64604,0,0,2,1,2,1,1,1,11,1,3,0
KR_6533475748,38,91,46,73,53062,0,0,0,0,0,0,0,0,0,0,0,46,119,38,78,58978,1,0,0,0,0,0,0,1,4,1,1,0
KR_6535964249,32,60,34,77,61934,1,0,2,0,1,0,1,0,2,0,0,34,59,32,78,67168,0,1,3,1,1,1,1,1,10,1,1,0
KR_6516275980,33,63,45,72,49813,1,0,0,0,0,0,0,0,0,0,0,45,123,33,77,56106,0,0,0,0,0,0,0,1,2,1,1,0
KR_6525578815,81,197,51,90,82344,0,0,0,0,0,0,0,1,4,1,2,51,124,81,90,74437,1,0,0,0,0,0,0,0,1,0,0,1
KR_6540955682,12,19,24,61,41674,1,1,1,0,0,0,0,1,2,0,0,24,48,12,70,54499,0,0,2,1,1,1,1,0,7,1,2,0
KR_6533724195,3,3,19,44,23205,0,0,0,0,0,0,0,0,0,0,0,19,14,3,51,36278,1,1,2,1,1,0,0,1,5,0,0,0
KR_6535666923,19,23,27,64,47861,0,0,1,0,0,0,0,1,4,0,0,27,52,19,72,56301,1,1,2,1,2,1,1,0,8,1,1,0
KR_6529868427,7,5,25,44,23287,0,0,0,0,0,0,0,0,0,0,0,25,22,7,52,36022,1,1,2,1,1,0,0,1,2,0,0,0
KR_6536746665,25,50,18,77,60586,0,1,2,0,1,1,2,0,9,1,3,18,25,25,72,54939,1,0,2,1,1,0,0,1,5,0,0,1
KR_6525276643,55,75,52,88,85175,0,1,2,1,1,0,1,1,9,0,1,52,73,56,87,84356,1,0,3,0,1,1,1,0,5,1,1,1
KR_6519944787,18,41,18,81,63455,0,0,0,0,0,0,1,0,3,0,0,18,39,18,79,67709,1,1,4,1,2,1,1,1,10,1,4,0
KR_6512413180,33,54,16,73,58107,1,1,4,0,1,1,1,1,9,1,1,16,21,33,64,47410,0,0,0,1,1,0,0,0,3,0,0,1
KR_6531730177,70,195,51,90,81731,0,0,0,0,0,0,0,1,4,1,2,51,120,70,90,76052,1,0,0,0,0,0,0,0,2,0,2,1
KR_6535554108,38,58,29,82,73535,0,0,1,1,1,1,2,1,10,1,2,29,42,38,77,65810,1,1,3,0,1,0,0,0,5,0,0,1
KR_6542522220,27,40,8,68,55346,1,1,3,1,2,1,1,1,10,1,2,8,9,27,57,35480,0,0,0,0,0,0,0,0,0,0,0,1
KR_6526369949,29,43,41,66,51810,0,1,2,0,1,0,0,1,2,0,0,41,51,29,76,63172,1,0,1,1,1,1,1,0,8,1,1,0
KR_6541198280,8,22,3,30,17370,1,0,0,0,0,0,0,0,0,0,0,3,5,8,30,14754,0,0,0,0,0,0,0,0,0,0,0,1
KR_6528770049,9,12,23,51,31743,1,1,1,0,0,0,0,0,0,0,0,23,47,9,57,42944,0,0,2,1,2,0,0,1,5,1,1,0
KR_6539949472,33,51,38,81,70926,1,0,0,0,1,0,0,0,9,0,2,38,37,33,85,71544,0,1,4,1,1,1,1,1,8,1,1,1
KR_6538865948,23,29,9,58,42418,0,1,3,1,2,0,0,1,5,1,1,9,13,23,54,32778,1,0,0,0,0,0,0,0,1,0,0,1
KR_6540381337,37,70,40,89,81592,1,1,2,0,1,1,2,0,5,0,0,40,77,38,88,83475,0,0,4,1,1,0,1,1,10,1,2,0
KR_6532554243,27,44,35,82,65356,1,0,2,1,2,0,0,1,3,0,0,35,64,27,83,69625,0,1,3,0,0,1,2,0,8,1,2,0
KR_6536633086,22,30,8,53,37282,1,1,2,1,1,0,0,1,5,0,0,8,7,22,43,26563,0,0,0,0,1,0,0,0,0,0,0,1
